,Escola,sexo,idade,endereco,tamfamilia,paisjuntos,EducacaoMae,EducacaoPai,TrabMae,TrabPai,razoes,responsavel,deslocamento,TempoDeEstudo,reprovacoes,ApoioEscolar,ApoioFamiliar,AulasParticulares,AtividadeExtra,Creche,Graduacao,internet,namoro,relacionamentoFamiliar,TempoLivre,PasseiosComAmigos,ConsumoT,ConsumoFS,saude,faltas,nota1,nota2,Nota Final
253,Escola1,F,18,U,LE3,A,2,4,servicos,outro,curso preferido,mae,2,2,1,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,18,10,10,10
254,Escola1,F,18,U,LE3,T,2,2,em_casa,servicos,curso preferido,mae,1,2,1,no,yes,no,no,no,yes,yes,yes,5,3,1,1,1,5,16,9,8,10
255,Escola1,F,18,U,GT3,T,3,3,outro,outro,curso preferido,mae,2,1,1,no,no,no,no,yes,no,yes,no,4,1,1,1,1,3,14,8,7,7
256,Escola1,M,18,U,GT3,T,2,2,outro,em_casa,curso preferido,outro,1,1,1,no,yes,no,yes,no,no,yes,yes,4,4,3,2,2,1,26,7,8,8
257,Escola1,M,17,U,GT3,T,4,4,professor,professor,curso preferido,mae,1,1,0,no,yes,no,yes,no,yes,yes,no,4,2,1,1,2,5,6,10,8,9
258,Escola1,F,17,U,GT3,T,3,2,outro,outro,curso preferido,pai,1,2,0,no,no,no,yes,yes,yes,no,no,5,4,2,1,1,3,4,14,14,15
259,Escola1,F,17,U,LE3,T,1,1,em_casa,em_casa,curso preferido,mae,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,2,4,10,11,10,10
260,Escola1,F,16,U,GT3,T,1,2,outro,outro,curso preferido,mae,1,1,0,no,no,no,no,yes,no,yes,no,5,3,5,1,2,5,4,12,11,11
261,Escola1,F,17,R,GT3,T,2,1,em_casa,servicos,curso preferido,mae,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,13,13,13
262,Escola1,F,17,R,LE3,A,1,4,outro,outro,curso preferido,outro,4,1,1,no,yes,no,no,yes,yes,yes,no,5,5,4,1,1,5,14,9,9,8
263,Escola1,M,18,U,GT3,T,2,2,outro,servicos,reputacao,pai,1,2,0,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,16,8,7,8
264,Escola1,F,17,U,LE3,A,2,2,outro,outro,proximidade,mae,1,1,1,no,yes,no,no,no,no,yes,no,3,1,2,1,1,1,8,11,9,10
265,Escola1,F,17,R,LE3,T,1,1,em_casa,outro,curso preferido,mae,2,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,3,5,4,15,14,15
266,Escola1,F,17,U,LE3,A,4,2,professor,outro,curso preferido,mae,1,2,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,1,4,4,15,14,14
267,Escola1,M,17,U,LE3,T,4,3,saude,outro,curso preferido,mae,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,8,15,15,15
268,Escola1,M,17,R,LE3,A,4,4,professor,outro,curso preferido,mae,2,2,0,no,yes,no,no,yes,yes,yes,no,3,3,3,2,3,4,0,12,12,12
269,Escola1,M,16,U,LE3,T,4,3,professor,outro,curso preferido,mae,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,7,14,14,15
270,Escola1,M,16,U,GT3,T,4,4,servicos,servicos,curso preferido,mae,1,1,0,no,no,yes,yes,yes,yes,yes,no,5,3,2,1,2,5,4,14,15,15
271,Escola1,F,17,U,GT3,T,4,4,professor,servicos,curso preferido,mae,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,1,1,4,5,2,11,11,12
272,Escola1,M,17,R,GT3,T,1,1,outro,outro,proximidade,pai,2,3,0,no,no,no,no,no,yes,yes,yes,4,3,3,1,1,1,2,13,14,15
273,Escola1,F,17,U,GT3,T,3,3,servicos,outro,proximidade,mae,2,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,3,5,10,11,11,11
274,Escola1,F,17,U,GT3,T,1,1,em_casa,outro,curso preferido,mae,1,2,0,yes,no,no,no,no,yes,no,yes,4,3,2,1,1,4,10,10,9,10
275,Escola1,F,18,U,GT3,T,2,1,outro,outro,curso preferido,outro,2,3,0,no,yes,no,no,no,yes,yes,yes,4,4,4,1,1,3,10,12,10,11
276,Escola1,M,16,U,GT3,T,2,1,outro,outro,curso preferido,mae,3,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,7,15,16,16
277,Escola1,F,17,U,GT3,T,1,1,outro,servicos,curso preferido,pai,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,5,4,11,10,11
278,Escola1,M,17,U,GT3,T,2,3,outro,outro,curso preferido,pai,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,2,9,12,13
279,Escola1,M,22,U,GT3,T,3,1,servicos,servicos,outro,mae,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,12,7,8,5
280,Escola1,M,18,R,LE3,T,3,3,outro,servicos,curso preferido,mae,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,10,9,10
281,Escola1,M,16,U,GT3,T,0,2,outro,outro,outro,mae,1,1,0,no,no,no,no,no,yes,yes,no,4,3,2,2,4,5,0,11,12,11
282,Escola1,M,18,U,GT3,T,3,2,servicos,outro,curso preferido,mae,2,1,0,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,8,7,8,7
283,Escola1,M,16,U,GT3,T,3,3,em_casa,outro,reputacao,outro,3,2,1,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,4,9,11,10
284,Escola1,M,18,U,GT3,T,2,1,servicos,servicos,outro,mae,1,1,2,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,7,8,6
285,Escola1,M,16,R,GT3,T,2,1,outro,outro,curso preferido,mae,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,2,14,13,12
286,Escola1,M,17,R,GT3,T,2,1,outro,outro,curso preferido,mae,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,12,12,13
287,Escola1,M,17,U,LE3,T,1,1,saude,outro,curso preferido,mae,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,0,9,10,10
288,Escola1,F,18,U,LE3,A,2,1,outro,outro,curso preferido,mae,1,2,0,no,yes,no,no,no,yes,yes,yes,4,3,4,1,3,5,2,12,12,13
289,Escola1,F,17,U,LE3,T,4,2,professor,servicos,reputacao,mae,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,1,4,2,14,15,17
290,Escola1,F,19,U,GT3,T,2,2,servicos,servicos,proximidade,mae,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,0,10,10,11
291,Escola1,M,18,U,LE3,T,2,1,servicos,outro,curso preferido,mae,3,2,1,no,no,no,yes,no,no,yes,no,4,4,5,4,4,5,4,11,10,11
292,Escola1,F,17,R,GT3,T,4,2,outro,outro,curso preferido,mae,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,5,2,11,12,14
293,Escola1,F,18,U,LE3,T,1,1,outro,em_casa,proximidade,mae,1,3,0,no,yes,no,no,no,yes,no,no,4,4,3,2,3,3,4,11,12,14
294,Escola1,F,18,R,GT3,T,2,2,outro,outro,proximidade,mae,1,2,0,yes,no,no,no,yes,yes,no,no,3,2,3,1,1,5,4,11,11,13
295,Escola1,M,19,U,LE3,A,4,3,servicos,em_casa,reputacao,mae,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,4,11,13,14
296,Escola1,M,18,U,GT3,T,2,1,outro,outro,proximidade,mae,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,2,16,16,16
297,Escola1,M,17,R,GT3,T,2,2,outro,servicos,outro,mae,2,1,0,no,no,no,no,no,no,no,no,5,2,2,1,1,4,0,9,10,10
298,Escola1,F,17,U,LE3,T,2,2,servicos,servicos,curso preferido,pai,1,4,0,no,no,no,yes,yes,yes,yes,yes,3,4,1,1,1,2,2,10,11,12
299,Escola1,F,20,R,GT3,T,2,1,outro,outro,curso preferido,outro,2,2,0,no,yes,yes,yes,yes,no,yes,yes,1,2,3,1,2,2,8,10,12,12
300,Escola1,F,18,U,GT3,T,4,3,servicos,outro,proximidade,pai,1,2,0,no,yes,no,no,yes,yes,yes,yes,3,1,2,1,3,2,2,15,15,15
301,Escola1,M,18,U,GT3,T,4,3,professor,outro,curso preferido,mae,1,2,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,3,2,10,10,11
302,Escola1,M,18,R,GT3,T,3,2,outro,outro,curso preferido,mae,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,2,10,11,12
303,Escola1,F,17,U,GT3,T,3,3,outro,outro,proximidade,mae,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,2,15,12,13
304,Escola1,F,18,U,GT3,T,2,2,em_casa,servicos,proximidade,mae,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,11,12,13
305,Escola1,M,17,U,GT3,T,2,2,outro,outro,proximidade,pai,2,1,0,no,no,no,no,yes,no,yes,no,4,4,4,2,3,4,8,8,8,9
306,Escola1,M,18,R,LE3,A,3,4,outro,outro,reputacao,mae,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,3,4,1,6,15,16,16
307,Escola1,M,17,U,GT3,T,3,1,servicos,outro,outro,mae,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,0,11,11,14
308,Escola1,F,18,R,GT3,T,4,4,professor,outro,reputacao,mae,2,2,0,no,no,no,yes,yes,yes,yes,no,4,3,4,2,2,4,8,10,11,12
309,Escola1,M,18,U,GT3,T,4,2,saude,outro,reputacao,pai,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,3,5,4,10,12,14
310,Escola1,F,18,R,GT3,T,2,1,outro,outro,reputacao,mae,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,12,8,9,10
311,Escola1,F,19,U,GT3,T,3,3,outro,servicos,proximidade,outro,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,3,3,5,16,11,12,12
312,Escola1,F,18,U,GT3,T,2,3,outro,servicos,reputacao,pai,1,4,0,no,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,10,16,16,16
313,Escola1,F,18,U,LE3,T,1,1,outro,outro,proximidade,mae,2,2,0,no,yes,no,no,no,yes,no,no,4,4,3,1,1,3,2,13,13,13
314,Escola1,M,17,R,GT3,T,1,2,em_casa,em_casa,proximidade,mae,1,2,0,no,yes,no,yes,no,yes,no,yes,3,5,2,2,2,1,2,16,17,18
315,Escola1,F,18,U,GT3,T,2,1,outro,outro,proximidade,mae,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,5,1,2,1,8,14,14,15
316,Escola1,F,17,U,GT3,T,2,4,em_casa,saude,reputacao,mae,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,1,6,15,16,16
317,Escola1,F,17,U,LE3,T,2,2,servicos,outro,curso preferido,mae,2,2,0,yes,yes,no,no,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12
318,Escola1,F,18,R,GT3,A,3,2,outro,servicos,proximidade,mae,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,15,12,9,10
319,Escola1,M,18,U,GT3,T,4,4,professor,servicos,proximidade,mae,2,1,0,no,no,no,yes,yes,yes,yes,no,3,2,4,1,4,3,6,11,12,12
320,Escola1,F,18,U,GT3,T,4,4,saude,saude,reputacao,pai,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,2,14,12,13
321,Escola1,F,17,U,GT3,T,2,2,outro,servicos,reputacao,pai,3,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,3,1,1,1,8,13,15,15
322,Escola1,F,19,R,GT3,T,3,2,servicos,servicos,reputacao,pai,1,2,1,yes,yes,no,no,yes,no,yes,no,3,3,3,4,3,3,0,9,8,10
323,Escola1,M,18,U,LE3,T,4,3,professor,servicos,curso preferido,mae,2,1,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,2,1,0,10,10,10
324,Escola1,M,18,U,GT3,T,1,2,em_casa,outro,proximidade,outro,2,1,0,no,no,no,no,no,no,yes,no,3,4,4,2,4,4,10,10,10,11
325,Escola1,M,17,U,LE3,A,4,1,servicos,outro,proximidade,mae,2,1,0,no,no,no,yes,yes,yes,yes,yes,4,5,4,2,4,5,22,11,11,10
326,Escola1,M,17,U,LE3,A,3,2,professor,servicos,proximidade,mae,1,1,0,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,18,13,13,13
327,Escola1,F,18,R,LE3,T,1,1,em_casa,outro,reputacao,mae,2,4,0,no,yes,no,yes,yes,yes,no,no,5,2,2,1,1,3,2,17,17,18
328,Escola1,F,18,U,GT3,T,1,1,outro,outro,proximidade,mae,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,0,12,13,13
329,Escola1,F,17,U,GT3,T,2,2,outro,outro,curso preferido,mae,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,12,12,12,14
330,Escola1,F,18,U,GT3,T,2,1,outro,outro,reputacao,mae,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,10,12,13,14
331,Escola1,M,17,U,GT3,T,1,1,outro,outro,reputacao,pai,1,2,0,no,no,no,no,no,yes,yes,no,4,3,3,1,2,4,0,12,12,12
332,Escola1,F,18,U,GT3,T,2,2,em_casa,em_casa,outro,mae,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,2,0,18,18,18
333,Escola1,F,17,U,GT3,T,1,1,servicos,professor,reputacao,mae,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,13,13,14
334,Escola1,M,18,U,GT3,T,2,1,servicos,servicos,reputacao,mae,1,3,0,no,no,no,yes,yes,yes,yes,no,4,2,4,1,3,2,0,14,15,15
335,Escola1,M,18,U,LE3,A,4,4,professor,professor,reputacao,mae,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,2,0,17,17,17
336,Escola1,M,18,U,GT3,T,4,2,professor,outro,proximidade,mae,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,4,5,2,15,16,16
337,Escola1,F,17,U,GT3,T,4,3,saude,servicos,reputacao,mae,1,3,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,2,3,0,17,18,18
338,Escola1,F,17,R,LE3,T,3,1,servicos,outro,reputacao,mae,2,4,0,no,yes,no,no,yes,yes,no,no,3,1,2,1,1,3,0,18,19,19
339,Escola1,M,18,R,LE3,T,3,2,servicos,outro,reputacao,mae,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,1,4,0,14,15,15
340,Escola1,M,17,U,GT3,T,3,3,saude,outro,proximidade,mae,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,3,5,0,14,15,15
341,Escola1,F,19,U,GT3,T,4,4,saude,outro,reputacao,outro,2,2,0,no,yes,no,yes,yes,yes,yes,no,2,3,4,2,3,2,2,14,13,13
342,Escola1,F,18,U,LE3,T,4,3,outro,outro,proximidade,outro,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,5,1,2,2,0,13,14,14
343,Escola1,F,18,U,GT3,T,4,3,outro,outro,reputacao,pai,1,4,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,16,17,17
344,Escola1,M,18,U,LE3,T,4,4,professor,professor,proximidade,mae,1,1,0,no,yes,no,no,yes,yes,yes,yes,1,4,2,2,2,1,0,18,18,17
345,Escola1,F,18,U,LE3,A,4,4,saude,outro,proximidade,mae,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,2,4,1,1,4,0,14,15,15
346,Escola1,M,17,U,LE3,T,4,4,outro,professor,proximidade,pai,2,1,0,no,no,no,no,yes,yes,yes,no,4,1,1,2,2,5,0,12,13,13
347,Escola1,F,17,R,GT3,T,4,4,servicos,servicos,reputacao,mae,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,5,0,7,7,8
348,Escola1,F,17,U,GT3,T,4,2,outro,outro,reputacao,mae,2,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,16,16,16
349,Escola1,F,17,U,GT3,T,3,2,saude,saude,reputacao,pai,1,4,0,no,yes,no,yes,no,yes,yes,no,5,2,2,1,2,5,0,18,18,18
350,Escola1,M,19,R,LE3,T,2,1,em_casa,servicos,curso preferido,mae,2,3,1,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,0,9,10,11
351,Escola1,M,20,U,GT3,A,3,2,servicos,outro,curso preferido,outro,1,1,2,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,14,15,15
352,Escola1,M,19,R,GT3,T,3,3,outro,servicos,reputacao,pai,1,2,0,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,10,10,11
353,Escola1,F,18,U,GT3,T,1,4,outro,professor,proximidade,mae,1,2,0,yes,yes,no,no,no,yes,no,yes,3,4,4,1,2,5,2,10,10,11
354,Escola1,F,18,U,GT3,T,2,1,servicos,outro,curso preferido,mae,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,2,1,2,12,12,15
355,Escola1,F,17,U,GT3,T,2,3,outro,outro,curso preferido,pai,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,1,1,1,3,2,11,12,14
356,Escola1,F,17,R,GT3,T,4,4,professor,professor,curso preferido,mae,1,1,0,no,no,no,yes,yes,yes,yes,no,4,4,4,1,1,5,2,15,16,17
357,Escola1,F,18,U,GT3,T,4,3,outro,outro,curso preferido,mae,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,1,5,2,14,15,17
358,Escola1,F,18,U,LE3,T,4,3,saude,servicos,curso preferido,mae,2,1,0,no,yes,no,no,yes,yes,yes,no,3,2,4,1,4,1,8,12,12,15
359,Escola1,F,17,R,GT3,T,3,4,em_casa,servicos,curso preferido,pai,1,3,0,no,yes,no,yes,no,yes,yes,no,4,3,4,2,5,5,2,15,15,17
360,Escola1,F,18,U,GT3,T,3,3,em_casa,outro,curso preferido,pai,1,2,0,no,yes,no,no,yes,yes,yes,no,4,1,4,1,1,3,8,11,12,14
361,Escola1,M,19,U,GT3,T,4,2,saude,outro,curso preferido,mae,2,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,9,11,10,10
362,Escola1,F,18,U,GT3,T,4,4,professor,outro,curso preferido,mae,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,0,12,11,13
363,Escola1,F,18,U,GT3,T,3,4,outro,outro,curso preferido,mae,1,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,4,11,12,14
364,Escola1,F,17,U,GT3,T,4,4,saude,saude,curso preferido,mae,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,2,5,2,14,15,17
365,Escola1,F,17,U,GT3,A,4,3,servicos,servicos,curso preferido,mae,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,2,2,1,2,5,14,15,14,17
366,Escola1,F,17,U,LE3,A,3,3,servicos,outro,proximidade,mae,1,2,0,yes,yes,no,no,yes,yes,yes,no,5,3,3,1,1,5,0,12,12,13
367,Escola1,F,17,U,LE3,T,2,1,outro,outro,proximidade,pai,1,2,0,no,no,no,yes,yes,yes,yes,no,4,2,3,2,2,2,2,11,12,14
368,Escola1,M,18,U,LE3,T,4,4,outro,outro,reputacao,pai,1,1,0,no,yes,no,no,yes,yes,yes,no,4,2,5,3,4,5,2,8,9,11
369,Escola1,F,19,U,GT3,T,1,1,outro,outro,curso preferido,outro,3,3,0,no,no,no,yes,yes,no,no,yes,1,5,5,4,3,5,12,10,10,11
370,Escola1,F,19,U,LE3,A,1,1,outro,outro,curso preferido,outro,3,2,2,no,yes,no,no,no,yes,yes,yes,5,3,4,1,1,4,2,8,8,9
371,Escola1,F,18,U,GT3,T,2,2,outro,outro,curso preferido,mae,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,5,2,4,5,2,10,10,10
372,Escola1,F,17,U,GT3,T,2,2,outro,outro,curso preferido,mae,1,2,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,4,14,13,13
373,Escola1,F,17,R,LE3,T,2,2,servicos,servicos,curso preferido,mae,1,3,0,no,yes,no,yes,yes,yes,yes,no,3,3,2,2,2,3,0,11,11,10
374,Escola1,F,17,U,GT3,T,3,1,servicos,servicos,curso preferido,pai,1,3,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,0,17,18,17
375,Escola1,F,17,U,LE3,T,0,2,em_casa,em_casa,proximidade,pai,2,3,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,14,14,15
376,Escola1,F,18,U,GT3,T,1,1,outro,outro,proximidade,mae,2,3,0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,2,2,0,14,14,14
377,Escola1,M,18,U,GT3,T,4,4,outro,outro,curso preferido,mae,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,0,13,14,13
378,Escola1,M,17,U,GT3,T,3,3,outro,servicos,reputacao,mae,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,0,17,18,17
379,Escola1,M,17,R,GT3,T,2,2,servicos,outro,curso preferido,mae,4,1,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,2,11,10,10
380,Escola1,F,17,U,GT3,T,4,4,professor,servicos,curso preferido,mae,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,3,4,0,13,12,13
381,Escola1,F,17,U,GT3,T,4,4,professor,professor,curso preferido,mae,2,3,0,no,yes,no,no,no,yes,yes,yes,4,3,3,1,2,4,4,15,14,15
382,Escola1,F,17,U,GT3,T,3,3,em_casa,outro,curso preferido,mae,1,1,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,2,5,5,2,11,12,11
383,Escola1,M,18,U,LE3,T,2,2,outro,outro,curso preferido,mae,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,5,5,2,4,5,0,11,11,12
384,Escola1,M,19,R,GT3,T,3,2,em_casa,servicos,proximidade,outro,1,1,0,no,yes,no,no,no,yes,no,yes,5,3,4,2,2,5,0,11,10,10
385,Escola1,F,18,U,GT3,T,2,2,em_casa,outro,curso preferido,mae,4,2,0,no,no,no,yes,yes,yes,no,yes,4,2,5,1,1,2,2,10,9,10
386,Escola1,F,17,R,GT3,T,2,4,em_casa,outro,curso preferido,pai,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,0,15,15,15
387,Escola1,M,18,U,GT3,T,2,2,outro,outro,reputacao,mae,1,1,0,no,no,no,no,no,yes,yes,no,5,4,2,1,2,5,6,15,14,15
388,Escola1,F,18,U,GT3,T,3,3,servicos,servicos,proximidade,mae,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,8,10,11,12
389,Escola1,F,18,U,LE3,T,2,2,outro,outro,proximidade,outro,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,10,9,12
390,Escola1,F,18,R,GT3,T,2,2,em_casa,outro,curso preferido,mae,2,4,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,6,14,13,14
391,Escola1,F,17,U,GT3,T,3,4,servicos,outro,curso preferido,mae,1,3,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,8,11,13,14
392,Escola1,F,17,U,GT3,T,3,2,outro,outro,proximidade,mae,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,2,3,2,0,12,13,15
393,Escola1,F,18,U,LE3,T,3,3,servicos,servicos,proximidade,mae,1,4,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,4,14,14,15
394,Escola1,F,17,R,GT3,A,3,2,outro,outro,proximidade,mae,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,3,2,0,14,14,16
395,Escola1,M,18,U,GT3,T,4,4,professor,servicos,proximidade,pai,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0,12,12,13
396,Escola1,M,18,U,LE3,T,3,4,servicos,outro,proximidade,mae,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,6,16,16,17
397,Escola1,F,17,U,GT3,A,2,2,em_casa,em_casa,proximidade,pai,1,2,0,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,18,10,12,14
398,Escola1,F,18,U,GT3,T,2,3,em_casa,outro,curso preferido,mae,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,0,11,12,14
399,Escola1,F,18,U,GT3,T,3,2,outro,servicos,outro,mae,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,4,14,16,17
400,Escola1,M,18,R,GT3,T,4,3,professor,servicos,curso preferido,mae,1,3,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,4,15,14,17
401,Escola1,M,18,U,GT3,T,4,3,professor,outro,curso preferido,mae,1,3,0,no,yes,no,no,yes,yes,yes,yes,5,4,5,2,3,5,0,14,13,14
402,Escola1,F,17,U,GT3,T,4,3,saude,outro,reputacao,mae,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,11,12,13
403,Escola1,F,17,U,GT3,T,2,1,servicos,outro,curso preferido,mae,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,2,1,10,12,15,15
404,Escola1,F,17,U,GT3,T,2,1,servicos,outro,reputacao,mae,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,2,4,4,4,12,16,16
405,Escola1,F,19,U,LE3,A,2,3,em_casa,outro,proximidade,outro,2,1,1,no,no,no,no,yes,no,yes,no,2,2,3,3,4,5,16,10,11,11
406,Escola1,F,17,U,GT3,T,3,1,outro,em_casa,proximidade,mae,1,1,1,no,yes,yes,no,yes,yes,yes,yes,4,1,2,1,1,3,6,10,13,13
407,Escola1,F,21,U,LE3,T,4,4,outro,outro,reputacao,outro,1,3,2,no,no,yes,yes,yes,yes,yes,no,3,3,2,1,1,5,0,9,12,12
408,Escola1,M,18,U,LE3,T,2,2,servicos,servicos,reputacao,mae,1,2,0,no,yes,no,yes,no,no,yes,no,4,4,4,1,3,3,11,9,11,12
409,Escola1,M,18,U,LE3,A,3,4,outro,outro,reputacao,outro,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,5,1,4,2,9,13,14,15
410,Escola1,F,17,U,GT3,T,2,2,servicos,servicos,reputacao,mae,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,4,0,13,17,17
411,Escola1,M,17,U,LE3,A,4,4,saude,outro,reputacao,mae,1,3,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,4,2,12,15,15
412,Escola1,F,18,U,LE3,T,4,2,professor,outro,curso preferido,mae,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,3,0,14,17,17
413,Escola1,M,21,R,LE3,T,1,1,em_casa,outro,curso preferido,outro,2,2,2,no,yes,no,yes,yes,no,yes,yes,5,3,3,5,2,4,21,9,10,10
414,Escola1,F,20,R,GT3,T,1,1,outro,outro,reputacao,outro,2,3,0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,3,3,8,11,15,15
415,Escola1,F,19,U,GT3,T,4,4,professor,outro,proximidade,outro,1,1,1,no,yes,no,no,yes,yes,yes,yes,3,2,5,4,4,5,5,9,10,11
